_id,doi,language,method,method2,measurement,validation
1103,10.1080/1461670X.2019.1586564,fr,man,Manual,const,NA
1104,10.1080/1461670X.2019.1586564,fr,man,Manual,attri,NA
1105,10.1080/1461670X.2019.1586564,fr,man,Manual,props,NA
1106,10.1080/1461670X.2019.1632733,en,man,Manual,types,NA
1107,10.1080/1461670X.2019.1632733,en,man,Manual,quali,NA
1108,10.1080/1461670X.2019.1632733,en,man,Manual,pragm,NA
1109,10.1080/1461670X.2019.1670719,en,man,Manual,const,NA
1110,10.1080/1461670X.2019.1670719,en,man,Manual,props,NA
1111,10.1080/1461670X.2019.1697855,en,man,Manual,forma,NA
1112,10.1080/1461670X.2019.1697855,en,man,Manual,props,NA
1113,10.1080/1461670X.2019.1697855,en,man,Manual,frame,NA
1114,10.1080/1461670X.2019.1702476,de,man,Manual,theme,NA
1115,10.1080/1461670X.2019.1702476,de,man,Manual,senti,NA
1116,10.1080/1461670X.2019.1707705,en,man,Manual,theme,NA
1117,10.1080/1461670X.2019.1707705,en,man,Manual,frame,NA
1118,10.1080/1461670X.2020.1719369,en,man,Manual,const,NA
1119,10.1080/1461670X.2020.1719369,en,man,Manual,theme,NA
1120,10.1080/1461670X.2020.1727355,en,man,Manual,thing,NA
1121,10.1080/1461670X.2020.1734857,es,man,Manual,const,NA
1122,10.1080/1461670X.2020.1734857,es,man,Manual,types,NA
1123,10.1080/1461670X.2020.1734857,es,man,Manual,theme,NA
1124,10.1080/1461670X.2020.1734857,es,man,Manual,quali,NA
1125,10.1080/1461670X.2020.1734857,es,man,Manual,attri,NA
1126,10.1080/1461670X.2020.1745667,de,man,Manual,const,NA
1127,10.1080/1461670X.2020.1745668,fr,man,Manual,attri,NA
1128,10.1080/1461670X.2020.1760730,nl,man,Manual,frame,NA
1129,10.1080/1461670X.2020.1781546,en,man,Manual,const,NA
1130,10.1080/1461670X.2020.1781546,en,man,Manual,theme,NA
1131,10.1080/1461670X.2020.1781546,en,man,Manual,attri,NA
1132,10.1080/1461670X.2020.1789496,en,man,Manual,forma,NA
1133,10.1080/1461670X.2020.1789496,en,man,Manual,thing,NA
1134,10.1080/1461670X.2020.1789496,en,man,Manual,const,NA
1135,10.1080/1461670X.2020.1789496,en,man,Manual,theme,NA
1136,10.1080/1461670X.2020.1799238,en,man,Manual,theme,NA
1137,10.1080/1461670X.2020.1799238,en,man,Manual,frame,NA
1138,10.1080/19312458.2017.1317338,de,man,Manual,thing,NA
1139,10.1080/19312458.2017.1317338,de,man,Manual,attri,NA
1140,10.1080/19312458.2017.1380175,nl,man,Manual,senti,NA
1141,10.1080/21670811.2015.1006861,en,man,Manual,const,NA
1142,10.1080/21670811.2015.1006861,en,man,Manual,quali,NA
1143,10.1080/21670811.2015.1040043,en,man,Manual,thing,NA
1144,10.1080/21670811.2015.1040043,en,man,Manual,attri,NA
1145,10.1080/21670811.2015.1042982,en,man,Manual,forma,NA
1146,10.1080/21670811.2015.1054408,dk,man,Manual,thing,NA
1147,10.1080/21670811.2015.1054408,dk,man,Manual,const,NA
1148,10.1080/21670811.2015.1054408,dk,man,Manual,theme,NA
1149,10.1080/21670811.2016.1160790,nl,man,Manual,relas,NA
1150,10.1080/21670811.2016.1161493,nl,man,Manual,senti,NA
1151,10.1080/21670811.2016.1161493,nl,man,Manual,relas,NA
1152,10.1080/21670811.2016.1163233,en,man,Manual,thing,NA
1153,10.1080/21670811.2016.1168707,en,man,Manual,types,NA
1154,10.1080/21670811.2016.1168709,en,man,Manual,other,NA
1155,10.1080/21670811.2016.1176534,nl,man,Manual,types,NA
1156,10.1080/21670811.2016.1176534,nl,man,Manual,quali,NA
1157,10.1080/21670811.2016.1176534,nl,man,Manual,pragm,NA
1158,10.1080/21670811.2016.1178074,en,man,Manual,theme,NA
1159,10.1080/21670811.2016.1178592,en,man,Manual,quali,NA
1160,10.1080/21670811.2016.1209082,en,man,Manual,quali,NA
1161,10.1080/21670811.2016.1209082,en,man,Manual,pragm,NA
1162,10.1080/21670811.2016.1234938,nl,man,Manual,thing,NA
1163,10.1080/21670811.2016.1234938,nl,man,Manual,frame,NA
1164,10.1080/21670811.2016.1234938,nl,man,Manual,relas,NA
1165,10.1080/21670811.2016.1243452,en,man,Manual,attri,NA
1166,10.1080/21670811.2016.1243452,en,man,Manual,frame,NA
1167,10.1080/21670811.2016.1250607,en,man,Manual,thing,NA
1168,10.1080/21670811.2016.1250607,en,man,Manual,const,NA
1169,10.1080/21670811.2016.1250607,en,man,Manual,theme,NA
1170,10.1080/21670811.2016.1250607,en,man,Manual,attri,NA
1171,10.1080/21670811.2016.1250607,en,man,Manual,frame,NA
1172,10.1080/21670811.2017.1338144,en,man,Manual,const,NA
1173,10.1080/21670811.2017.1338144,en,man,Manual,theme,NA
1174,10.1080/21670811.2017.1338144,en,man,Manual,props,NA
1175,10.1080/21670811.2017.1338145,de,man,Manual,theme,NA
1176,10.1080/21670811.2017.1343089,se,man,Manual,forma,NA
1177,10.1080/21670811.2017.1343089,se,man,Manual,thing,NA
1178,10.1080/21670811.2017.1343089,se,man,Manual,theme,NA
1179,10.1080/21670811.2017.1345644,en,man,Manual,const,NA
1180,10.1080/21670811.2017.1345644,en,man,Manual,quali,NA
1181,10.1080/21670811.2017.1359644,de,man,Manual,quali,NA
1182,10.1080/21670811.2017.1366865,cc,man,Manual,other,NA
1183,10.1080/21670811.2017.1377093,en,man,Manual,thing,NA
1184,10.1080/21670811.2017.1377093,en,man,Manual,const,NA
1185,10.1080/21670811.2017.1377093,en,man,Manual,theme,NA
1186,10.1080/21670811.2017.1387501,en,man,Manual,forma,NA
1187,10.1080/21670811.2017.1387501,en,man,Manual,thing,NA
1188,10.1080/21670811.2017.1387501,en,man,Manual,const,NA
1189,10.1080/21670811.2017.1387501,en,man,Manual,quali,NA
1190,10.1080/21670811.2017.1399805,en,man,Manual,forma,NA
1191,10.1080/21670811.2017.1412800,de,man,Manual,thing,NA
1192,10.1080/21670811.2017.1412800,de,man,Manual,theme,NA
1193,10.1080/21670811.2017.1412801,en,man,Manual,forma,NA
1194,10.1080/21670811.2017.1412801,en,man,Manual,theme,NA
1195,10.1080/21670811.2017.1412801,en,man,Manual,attri,NA
1196,10.1080/21670811.2018.1497449,nl,man,Manual,const,NA
1197,10.1080/21670811.2018.1497449,nl,man,Manual,attri,NA
1198,10.1080/21670811.2018.1522962,de,man,Manual,forma,NA
1199,10.1080/21670811.2018.1522962,de,man,Manual,types,NA
1200,10.1080/21670811.2018.1554409,en,man,Manual,forma,NA
1201,10.1080/21670811.2018.1554409,en,man,Manual,thing,NA
1202,10.1080/21670811.2018.1554409,en,man,Manual,const,NA
1203,10.1080/21670811.2018.1554409,en,man,Manual,theme,NA
1204,10.1080/21670811.2019.1571931,en,man,Manual,thing,NA
1205,10.1080/21670811.2019.1571931,en,man,Manual,types,NA
1206,10.1080/21670811.2019.1571931,en,man,Manual,quali,NA
1207,10.1080/21670811.2019.1631706,de,man,Manual,theme,NA
1208,10.1080/21670811.2019.1631706,de,man,Manual,quali,NA
1209,10.1080/21670811.2019.1661262,en,man,Manual,theme,NA
1210,10.1080/21670811.2019.1661262,en,man,Manual,senti,NA
1211,10.1080/21670811.2019.1661262,en,man,Manual,quali,NA
1212,10.1080/21670811.2019.1680301,es,man,Manual,thing,NA
1213,10.1080/21670811.2019.1680301,es,man,Manual,theme,NA
1214,10.1080/21670811.2020.1777881,fs,man,Manual,thing,NA
1215,10.1080/21670811.2020.1777881,fs,man,Manual,senti,NA
1216,10.1080/21670811.2020.1777881,fs,man,Manual,quali,NA
1217,10.1080/21670811.2020.1777881,fs,man,Manual,attri,NA
1218,10.1093/hcr/hqy009,en,man,Manual,forma,NA
1219,10.1093/hcr/hqy009,en,man,Manual,const,NA
1220,10.1093/hcr/hqy009,en,man,Manual,attri,NA
1221,10.1093/hcr/hqy009,en,man,Manual,pragm,NA
1222,10.1093/jcmc/zmy019,en,man,Manual,forma,NA
1223,10.1093/jcmc/zmy019,en,man,Manual,const,NA
1224,10.1093/jcmc/zmy019,en,man,Manual,types,NA
1225,10.1093/jcmc/zmy019,en,man,Manual,pragm,NA
1226,10.1093/joc/jqz039,en,man,Manual,thing,NA
1227,10.1093/jopart/muv001,en,man,Manual,senti,NA
1228,10.1093/jopart/mux045,dk,man,Manual,theme,NA
1229,10.1093/jopart/muz033,en,man,Manual,quali,NA
1230,10.1093/poq/nfx040,nl,man,Manual,theme,NA
1231,10.1093/poq/nfz035,en,man,Manual,const,NA
1232,10.1093/poq/nfz035,en,man,Manual,quali,NA
1233,10.1093/poq/nfz035,en,man,Manual,props,NA
1234,10.1111/ajps.12423,en,man,Manual,quali,NA
1235,10.1111/ajps.12501,de,man,Manual,theme,NA
1236,10.1111/jcom.12298,en,man,Manual,forma,NA
1237,10.1111/jcom.12298,en,man,Manual,thing,NA
1238,10.1111/jcom.12298,en,man,Manual,const,NA
1239,10.1111/jcom.12325,es,man,Manual,forma,NA
1240,10.1111/jcom.12325,es,man,Manual,theme,NA
1241,10.1111/jcom.12325,es,man,Manual,senti,NA
1242,10.1111/jcom.12325,es,man,Manual,quali,NA
1243,10.1111/jcom.12325,es,man,Manual,frame,NA
1244,10.1111/jcom.12333,en,man,Manual,const,NA
1245,10.1111/jcom.12333,en,man,Manual,theme,NA
1246,10.1111/jcom.12333,en,man,Manual,frame,NA
1247,10.1111/jcom.12333,en,man,Manual,pragm,NA
1248,10.1111/jcom.12335,en,man,Manual,const,NA
1249,10.1111/jcom.12335,en,man,Manual,types,NA
1250,10.1111/jcom.12335,en,man,Manual,attri,NA
1251,10.1111/jcom.12335,en,man,Manual,props,NA
1252,10.1111/jcom.12335,en,man,Manual,frame,NA
1253,10.1111/jcom.12335,en,man,Manual,other,NA
1254,10.1111/pops.12262,sr,man,Manual,attri,NA
1255,10.1111/pops.12262,sr,man,Manual,frame,NA
1256,10.1111/pops.12328,en,man,Manual,theme,NA
1257,10.1111/pops.12328,en,man,Manual,attri,NA
1258,10.1111/pops.12385,en,man,Manual,attri,NA
1259,10.1111/pops.12388,pt,man,Manual,thing,NA
1260,10.1111/pops.12388,pt,man,Manual,attri,NA
1261,10.1111/pops.12448,en,man,Manual,attri,NA
1262,10.1111/pops.12525,en,man,Manual,quali,NA
1263,10.1111/pops.12551,en,man,Manual,theme,NA
1264,10.1111/pops.12551,en,man,Manual,senti,NA
1265,10.1111/pops.12551,en,man,Manual,quali,NA
1266,10.1111/pops.12648,ph,man,Manual,senti,NA
1267,10.1111/pops.12648,ph,man,Manual,quali,NA
1268,10.1111/pops.12652,ru,man,Manual,quali,NA
1269,10.1111/pops.12659,pt,man,Manual,theme,NA
1270,10.1111/psj.12142,en,man,Manual,thing,NA
1271,10.1111/psj.12142,en,man,Manual,attri,NA
1272,10.1111/psj.12174,de,man,Manual,thing,NA
1273,10.1111/psj.12174,de,man,Manual,attri,NA
1274,10.1111/psj.12176,en,man,Manual,thing,NA
1275,10.1111/psj.12176,en,man,Manual,quali,NA
1276,10.1111/psj.12176,en,man,Manual,attri,NA
1277,10.1111/psj.12207,en,man,Manual,thing,NA
1278,10.1111/psj.12207,en,man,Manual,attri,NA
1279,10.1111/psj.12208,en,man,Manual,quali,NA
1280,10.1111/psj.12208,en,man,Manual,frame,NA
1281,10.1111/psj.12273,en,man,Manual,const,NA
1282,10.1111/psj.12273,en,man,Manual,quali,NA
1283,10.1111/psj.12274,en,man,Manual,thing,NA
1284,10.1111/psj.12274,en,man,Manual,quali,NA
1285,10.1111/psj.12291,en,man,Manual,thing,NA
1286,10.1111/psj.12291,en,man,Manual,quali,NA
1287,10.1111/psj.12295,tr,man,Manual,theme,NA
1288,10.1111/rego.12129,en,man,Manual,theme,NA
1289,10.1111/rego.12147,en,man,Manual,thing,NA
1290,10.1111/rego.12173,en,man,Manual,theme,NA
1291,10.1111/rego.12231,en,man,Manual,attri,NA
1292,10.1162/GLEP_a_00379,en,man,Manual,theme,NA
1293,10.1162/GLEP_a_00379,en,man,Manual,frame,NA
1294,10.1162/GLEP_a_00430,en,man,Manual,frame,NA
1295,10.1162/GLEP_a_00447,en,man,Manual,theme,NA
1296,10.1162/GLEP_a_00447,en,man,Manual,quali,NA
1297,10.1177/0010414016633230,en,man,Manual,quali,NA
1298,10.1177/0010414017730082,it,man,Manual,theme,NA
1299,10.1177/0010414018784065,en,dcs,Unsupervised,quali,discussion & demonstration
1300,10.1177/0093650213510943,en,man,Manual,theme,NA
1301,10.1177/0093650213510943,en,man,Manual,pragm,NA
1302,10.1177/0093650215573861,en,man,Manual,forma,NA
1303,10.1177/0093650215579223,en,man,Manual,thing,NA
1304,10.1177/0093650215579223,en,man,Manual,const,NA
1305,10.1177/0093650215579223,en,man,Manual,props,NA
1306,10.1177/0093650215607612,en,man,Manual,pragm,NA
1307,10.1177/0093650215614364,de,man,Manual,theme,NA
1308,10.1177/0093650215614364,de,man,Manual,senti,NA
1309,10.1177/0093650217705528,en,man,Manual,forma,NA
1310,10.1177/0093650217705528,en,man,Manual,thing,NA
1311,10.1177/0093650217705528,en,man,Manual,const,NA
1312,10.1177/0093650217705528,en,man,Manual,senti,NA
1313,10.1177/0093650218797884,de,man,Manual,thing,NA
1314,10.1177/0093650218797884,de,man,Manual,const,NA
1315,10.1177/0093650218797884,de,man,Manual,quali,NA
1316,10.1177/0093650218797884,de,man,Manual,pragm,NA
1317,10.1177/0093650219870087,nl,man,Manual,senti,NA
1318,10.1177/0267323115612211,en,man,Manual,thing,NA
1319,10.1177/0267323115612211,en,man,Manual,const,NA
1320,10.1177/0267323115612211,en,man,Manual,props,NA
1321,10.1177/0267323116629878,de,man,Manual,thing,NA
1322,10.1177/0267323116629878,de,man,Manual,quali,NA
1323,10.1177/0267323116655510,gr,man,Manual,thing,NA
1324,10.1177/0267323116655510,gr,man,Manual,frame,NA
1325,10.1177/0267323116669455,tr,man,Manual,const,NA
1326,10.1177/0267323116669455,tr,man,Manual,quali,NA
1327,10.1177/0267323116669455,tr,man,Manual,frame,NA
1328,10.1177/0267323116669456,nl,man,Manual,const,NA
1329,10.1177/0267323116669456,nl,man,Manual,senti,NA
1330,10.1177/0267323116669456,nl,man,Manual,quali,NA
1331,10.1177/0267323116669456,nl,man,Manual,frame,NA
1332,10.1177/0267323116677205,dk,man,Manual,const,NA
1333,10.1177/0267323116677205,dk,man,Manual,senti,NA
1334,10.1177/0267323117689994,de,man,Manual,attri,NA
1335,10.1177/0267323117689994,de,man,Manual,props,NA
1336,10.1177/0267323117695736,en,man,Manual,thing,NA
1337,10.1177/0267323117695736,en,man,Manual,const,NA
